0,0
-1.9005e-07,3.1604e-07
-1.3453e-05,-1.6973e-05
-2.2153e-05,-3.556e-05
-2.4814e-05,-5.1295e-05
-2.0918e-05,-6.1954e-05
-1.0948e-05,-6.7165e-05
3.9339e-06,-6.7705e-05
2.2166e-05,-6.4985e-05
4.1949e-05,-6.0759e-05
6.1391e-05,-5.6894e-05
7.8551e-05,-5.5311e-05
9.1461e-05,-5.7989e-05
9.8108e-05,-6.6894e-05
9.6479e-05,-8.4055e-05
8.4595e-05,-0.00011151
6.1353e-05,-0.00015037
2.7996e-05,-0.00019937
-1.2782e-05,-0.00025579
-5.754e-05,-0.00031622
-0.00010248,-0.00037685
-0.00014363,-0.0004337
-0.00017696,-0.0004827
-0.00019966,-0.00052104
-0.00021157,-0.00054848
-0.00021403,-0.00056626
-0.00020913,-0.00057636
-0.00019935,-0.0005811
-0.00018736,-0.00058299
-0.0001759,-0.00058462
-0.00016679,-0.00058789
-0.00016032,-0.00059344
-0.00015591,-0.00060122
-0.00015255,-0.00061087
-0.00014898,-0.00062187
-0.00014386,-0.00063358
-0.00013581,-0.00064531
-0.00012456,-0.00065661
-0.00011138,-0.00066734
-9.841e-05,-0.00067761
-8.8125e-05,-0.00068753
-8.3201e-05,-0.00069719
-8.6459e-05,-0.00070677
-0.0001006,-0.00071645
-0.00012627,-0.00072634
-0.00016165,-0.00073645
-0.00020365,-0.00074672
-0.00024857,-0.0007571
-0.00029238,-0.00076752
-0.00033093,-0.00077793
-0.00036022,-0.00078832
-0.00037843,-0.00079868
-0.00038598,-0.00080902
-0.00038448,-0.00081934
-0.00037609,-0.00082964
-0.00036329,-0.00083993
-0.00034865,-0.00085025
-0.00033467,-0.00086058
-0.00032271,-0.00087094
-0.00031306,-0.00088132
-0.00030553,-0.00089174
-0.00029965,-0.00090221
-0.0002948,-0.00091275
-0.0002903,-0.00092337
-0.00028549,-0.00093404
-0.00028005,-0.00094474
-0.0002739,-0.00095544
-0.00026707,-0.00096609
-0.00025969,-0.00097669
-0.00025192,-0.00098723
-0.00024393,-0.00099768
-0.00023588,-0.001008
-0.00022793,-0.0010183
-0.00022024,-0.0010285
-0.00021298,-0.0010386
-0.00020629,-0.0010487
-0.00020031,-0.0010588
-0.00019515,-0.0010689
-0.00019084,-0.001079
-0.00018712,-0.0010891
-0.00018346,-0.0010992
-0.00017921,-0.0011093
-0.00017371,-0.0011192
-0.00016625,-0.0011291
-0.00015612,-0.0011388
-0.00014313,-0.0011484
-0.00012839,-0.0011581
-0.00011382,-0.0011678
-0.00010175,-0.0011778
-9.4731e-05,-0.0011882
-9.5396e-05,-0.0011993
-0.00010638,-0.0012111
-0.00012896,-0.0012238
-0.00016181,-0.0012368
-0.00020207,-0.0012498
-0.00024619,-0.001262
-0.00029022,-0.0012728
-0.00033005,-0.0012814
-0.00036151,-0.0012873
-0.00038203,-0.0012903
-0.00039165,-0.0012921
-0.00039174,-0.0012946
-0.00038436,-0.0013003
-0.0003719,-0.0013117
-0.00035695,-0.0013315
-0.00034211,-0.0013622
-0.00032904,-0.0014046
-0.00031823,-0.0014569
-0.00030957,-0.0015161
-0.00030266,-0.0015784
-0.00029692,-0.0016398
-0.00029169,-0.0016962
-0.0002863,-0.0017434
-0.00028038,-0.0017795
-0.00027385,-0.0018049
-0.0002668,-0.001821
-0.0002594,-0.00183
-0.00025187,-0.0018343
-0.00024438,-0.0018365
-0.00023718,-0.001839
-0.00023045,-0.0018433
-0.00022424,-0.00185
-0.00021851,-0.0018587
-0.00021316,-0.0018691
-0.00020813,-0.0018806
-0.0002033,-0.0018926
-0.00019855,-0.0019044
-0.00019383,-0.0019156
-0.0001891,-0.0019261
-0.00018438,-0.0019361
-0.00017968,-0.0019455
-0.00017502,-0.0019546
-0.00017039,-0.0019636
-0.0001658,-0.0019725
-0.00016129,-0.0019815
-0.00015692,-0.0019906
-0.00015269,-0.0019998
-0.00014859,-0.002009
-0.00014464,-0.0020183
-0.0001408,-0.0020276
-0.00013703,-0.0020368
-0.00013332,-0.0020459
-0.00012965,-0.0020551
